pubkey,feedivider
0x8a945f15ec8b54616ad975c773a2ca88c9251ecc73653345ceb31f5eb18ba7f8d99eeabedeaadc6b2a749523953ad74b,0xB21E436D4deA46adbB3F5276d357180e694dC8b7
0x8994e7a9fb2ba320987eda74414680831d2f16234c287b7a14aace4d83a67bd5eaad48ec419c6c4726e3b6af3d0cf604,0x0216CfF879B17B5beDe762B3e4071B49c8696a25
0xa2355def299744e5496783509c2c4a5855bbccbdddc758df62873a156537713cecbd6fdd1fe5f8fe3186bc98ba3bf6d1,0x0216CfF879B17B5beDe762B3e4071B49c8696a25
0x82549f963f0df36dcb6bb25c6fc094689da905e8d0808c512e7dfa998914b55e125b6ec97c8ff67de9e87727b401d1e4,0x0216CfF879B17B5beDe762B3e4071B49c8696a25
0x82218dee6e9fbdfc20949e7c4e0ea1a3ab128dec75c2f0b4335fd8363ed93263cee41761c1f69ee13d5731b390c2c7b7,0x0216CfF879B17B5beDe762B3e4071B49c8696a25
0xb8d68e1548ca0c31ae7832d8c5f1550538244aed604e59f617ff0e6c87207022f719fb24cad342f699e217888247215a,0x0216CfF879B17B5beDe762B3e4071B49c8696a25
0xb794b8417719203870564ad48736fec315c36e4cfd86f98c843ebfa5ae97925c32cf9c6ac142f7a290a988ba0accb663,0x3d1be477186D64B4f4fba7cB773216dA0C2B474F
0xb651ec4c5358fe28eb9f96d98f76ae47882ffea5a9f0d9f038fe6431e7fadc7ba2978064c15d921c9bc2ca22b48d8c55,0x3d1be477186D64B4f4fba7cB773216dA0C2B474F
0x97d2e5e39fadda66ea510c9ca98635c1e32099bdf6d980fae99cce517ee649ed676647bd2c150593a5df7f70031160f2,0x3d1be477186D64B4f4fba7cB773216dA0C2B474F
0x8d3af10d919a143f2f124135ef214c6232d0227df95c22c6110c091a9812f3b93de6941713b4e4167587c16bab0fc875,0x3d1be477186D64B4f4fba7cB773216dA0C2B474F
0x93583aa245d780c6a8f154811a3642b63193c43dae4650884b0136e123d1d9e28e9dfa84f467f8aae32bc7f78c036df7,0x3d1be477186D64B4f4fba7cB773216dA0C2B474F
0xa44d1c8d244df31df85b836a202a3afab4ce59a615042ad1bb56efc4d14759592a2568cea5912efee438cdcd13bf0762,0x3d1be477186D64B4f4fba7cB773216dA0C2B474F
0x95a99633b254cb10ac6caf4c5d42a69f3e4bfebf190b0df3d7490914297ea4800d4b2d966c6b712f7707af65058da538,0x3d1be477186D64B4f4fba7cB773216dA0C2B474F
0x8c9ab8ac11c5899d3f61154e0b933a81e97ef10d825fe0be8c29291c21084d0269929bf1da1887a5b0c50288bd1bbd3a,0x3d1be477186D64B4f4fba7cB773216dA0C2B474F
0xa41bec62e7c97914900ca1577333474639f0a0f8713ed99d4f604242ff699e0824476a43cb6be0e8cd51a2969774db63,0x3d1be477186D64B4f4fba7cB773216dA0C2B474F
0xa365787b8a3ecbf2ce08458858b3725b348ffce3c62e4aaf70a102e4e8e43ee074c69b8ffab765c8c3fbe1c7e050de39,0x3d1be477186D64B4f4fba7cB773216dA0C2B474F
0xb1cbe0b468d91fd85c8ca49ce7394bbec158ce77240ba9fc12f6de06d9ced104a04e61b7d7f74f7653ed7f1dca3f1a53,0x3d1be477186D64B4f4fba7cB773216dA0C2B474F
0x86abcc3422ab6750fddc8d90314d5c63c79d745fbd550c97f736e9349978b597dd7634f066b861a15137b1cebbeeeacf,0x3d1be477186D64B4f4fba7cB773216dA0C2B474F
0xb158428cd68bd9be69a6d07d66d2ffeeb4e80e8d68c6ad20a6af65c5195435c734332d24a5b1125456e7a77a52b2c171,0x3d1be477186D64B4f4fba7cB773216dA0C2B474F
0x93bb13fb10e41af9ec4b99a7bdd11eb83998c20a614b4edd62a80d58b3cb44edda0bea747372899c8abb988dd8cc6d91,0x3d1be477186D64B4f4fba7cB773216dA0C2B474F
0x8b4514ea45d24f25259ff520ae33f893026cbb57c41111d6c52a4735eed6cdf02f17d3c4da1b5f0c36b0cd8872e680e7,0x3d1be477186D64B4f4fba7cB773216dA0C2B474F
0x8776fba34322d47b33c20e7cd1a4b31c04f2091ec66f076e3f511ae887a9d1c342483c8060bad58270f26e910e69fb70,0x3d1be477186D64B4f4fba7cB773216dA0C2B474F
0x90971c30fe401588433e1107fe553260c041ee8a62369231abc7b258dd11b1c92f80a41c222ff217a854af585d8c681d,0x3d1be477186D64B4f4fba7cB773216dA0C2B474F
0x80e427f760c8a05b00bfe0eb6535d8d318b596d0742ff9fcdb26e1556b4b9192bc66aef263bd29bdfa8b9836588c9ab7,0x3d1be477186D64B4f4fba7cB773216dA0C2B474F
0x931e609d8ec639430d39ca4ba871cda2f469303cb75775d924bfa1e104a14454652c33e1e05c66f4dfad874c9b21a753,0x3d1be477186D64B4f4fba7cB773216dA0C2B474F
0x84eb95f42d42bb13d600883015e159c09bc10aaaeacff7aff9405c0872a26771f0b5d7eb7e42f81aa5b43995b58b3426,0x3d1be477186D64B4f4fba7cB773216dA0C2B474F
0xa043b109e59309d55cd28916a12c48104d912f94824c54847d2dd38dc80409367b8f294ba2fb05733bdf59519e6bef6a,0x3d1be477186D64B4f4fba7cB773216dA0C2B474F
0xa5929ee4a2af2bc24db51bae4b61386c721286873a3065821bb1a1cce5e594ff339e87df88d4f70d0adab5f54d2f8364,0x3d1be477186D64B4f4fba7cB773216dA0C2B474F
0x8a2c9883a32511f9dbbe98afb6608bfcd2ceaa8e70f8e55647e808dfdf6c3a9b611464a1afbf3fda62fd970cf85c4545,0x3d1be477186D64B4f4fba7cB773216dA0C2B474F
0x85d6c53e443e978002c2da700a0fa98fea2bc02b8e77089754fc2b529c84fd9f368bc8ef4aac62fb8c250860e3184d8c,0x3d1be477186D64B4f4fba7cB773216dA0C2B474F
0x938592ed211a0eec330d317a68d4da852ee2a653d0741c0ef13c83ae2c0343055083c8f471806fadd6aa93d5ec2bff1c,0xBB52D5B7F2AE4BBe0967F4626d07aba89F462Ff7
0xaf9b8d2ac3774ac9fb588ad93f8293c80310400fbceffd7f0f8910eef1488fe945b045e366f6ce4bfd38ad0cc005b701,0x36c0A9B9D3799bddbcED6f584a70060DF368a073
0xa7fc0294d2b73749f615b6f6ed01c5945f415a29536f5a8ac200bf3b7d93dca778a8a10f145f86a2cefe01d0e91b2350,0x36c0A9B9D3799bddbcED6f584a70060DF368a073
0xa6edcc2fa3ea15b11626b7ac466538ae67eef0c944bd429c0dc850f61a4f23b501b370a8f0ba4e53895422ddf79133af,0x36c0A9B9D3799bddbcED6f584a70060DF368a073
0xae07d62bb1c9a3c0518c49068a1573cdd4d9afc692cb19abeb7ed75910e70cd355bc2f83b0fce37499e88ecb4f280553,0x36c0A9B9D3799bddbcED6f584a70060DF368a073
0xb8a106016073f4a342f395545c188573781a36babbd977e188f04045b423df2a0eee531d33f937e387b6be13ddec5a26,0x36c0A9B9D3799bddbcED6f584a70060DF368a073
0xa754096eb046b8c8bf4cab961c23cd3bb43a342db2782e72ae3c3c480ac638b660f47da604205832a09ff93055ac9076,0x36c0A9B9D3799bddbcED6f584a70060DF368a073
0x8a2064a1df58f4932994db0ca1ff0b32b40366d98636a2452c350f4819e9e052a93c354f73b8b9561aaeb0c5677972ed,0x36c0A9B9D3799bddbcED6f584a70060DF368a073
0x95249db7912ec3c5b93cdae81016448999617e646f8dc93aaaa44734f4368d819a7c5fb4af1e70031d0dd50d87a2770e,0x36c0A9B9D3799bddbcED6f584a70060DF368a073
0xac6429afb325c6086c8b77c25c50343543bcd8305a17daa0fa69cf82f41a2363232f603e7cd754781c7c44380f32c8d8,0x36c0A9B9D3799bddbcED6f584a70060DF368a073
0x8fdb218c23cbe6affd81707ff798a2ca33d7ed390d5cc76024229b41d2c67c510a3f9ac20ced4fb7cbbc9feae1586310,0x36c0A9B9D3799bddbcED6f584a70060DF368a073
0x86d8a280bb6344ca29410b66ead57156eaa2afabb46247f0353ebac09f665b9572bc2fbfb1fcf7ae1473d7b5635f63eb,0x36c0A9B9D3799bddbcED6f584a70060DF368a073
0xa4fdf13e7f9c250d80b57e00e0018bbc73b7fd2ffce487bc7cbd91c7e6c9842a5da60b679adcc6f1bd8cfb67c2c74c40,0x36c0A9B9D3799bddbcED6f584a70060DF368a073
0xb5f7e86e75155b3773717c456032665a0acfe2d48952c2c693b4a5728480350c8851279db36085de3c1db78a12706297,0x36c0A9B9D3799bddbcED6f584a70060DF368a073
0x8c96d4d53d1230ad23446e26b3d060d9c8a7da451b0a126ed6f2aa76f64db5354348c4b74afa7a4ebc43303d2ccb617a,0x36c0A9B9D3799bddbcED6f584a70060DF368a073
0x897de811152c7abba9f01d7801a93d4b1d936fcce260d78f3c1c919838cc2be5226c05e4a640d035b426c543fc69c29a,0x36c0A9B9D3799bddbcED6f584a70060DF368a073
0x99b6d69f6b8019186bfa95d3ac6ee98cc5b0bbb0de227fd0a1bf5485c27d69332db5741f500ab49ef691469643bdde78,0x36c0A9B9D3799bddbcED6f584a70060DF368a073
0x8002e85cd6256a4182f544a0add4d6aa75aaebb69fc1d665b37e61bc20fd6be7de7621a0eeab424e7e3c9c55e239523d,0x36c0A9B9D3799bddbcED6f584a70060DF368a073
0x886677069c584c9033e72d83421b0d836ccc4e9c54701c3f1ec0ef10b0320719190d1e67437ff0b97963977e59ea267d,0x36c0A9B9D3799bddbcED6f584a70060DF368a073
0x86337e79d59527ad8d0ac6877d3a8d26d0509b9a1a50404656cb7ec912d23b84fba4018427405e6ff05b1af7586a053b,0x36c0A9B9D3799bddbcED6f584a70060DF368a073
0x855ab2098a548b4aea86d06bf11a11f582320a976eb0e2f4a66884eb8f573ae3b45b7a01c5efa845a8226fe4893584ae,0x36c0A9B9D3799bddbcED6f584a70060DF368a073
0xabc2bf7c8f544853232887580d071661445cd763d1e10882bdccf6cffdf92251c891e307f8a840419be23a96f6b43deb,0x36c0A9B9D3799bddbcED6f584a70060DF368a073
0x821e846218f7bec71d7d246caeaaabebe84506caba8ee72389498fc3019e6a5003f6929a5fb9f7ee6d228c63ea1b9360,0x36c0A9B9D3799bddbcED6f584a70060DF368a073
0x98c4e648ce4bd32d9249bd30b3130b2ebd4254bf78d129a56d3b8d5f088c635794466f6546a7dcf59eb7455014d4a830,0x36c0A9B9D3799bddbcED6f584a70060DF368a073
0x8f7c6fc3eead224dfe51d5e453ede4733aa032e4c364ebef9440aed895eaf8e318ad2c67000633e9c5d408ff91f82848,0x36c0A9B9D3799bddbcED6f584a70060DF368a073
0xaf4999c62401183ece74125e6766824a504cd77d20e081956286a0d864c195ce72dc5b82b9c8c7eb5195375d13e9522a,0x36c0A9B9D3799bddbcED6f584a70060DF368a073
0xb816d197c33d1c9ced2041902c884e393a49b5ac59cfe7ab8a227cd26887445de7fa16a94e39f148927a7a2a8dc7df15,0x36c0A9B9D3799bddbcED6f584a70060DF368a073
0xabe8da7cbcfd061c8f7ae78cc3d199e807dd1d2c82079f333cc8dc90b32e10fe4d00bc65f62fb03da9c26ae2bf64cc6b,0x36c0A9B9D3799bddbcED6f584a70060DF368a073
0x86e088571e6da314b7bd989d3b0d7c79bc2461c144c00b0518a2943bdce6be89d6345ebe2b81a8ea98b52b24605ce7bf,0x36c0A9B9D3799bddbcED6f584a70060DF368a073
0xab3c33ccb0566a33a0c6348662c1e0dbf218012f756846fe484a3f1e86ac41dac3851e6395c95e60d7ae0a58bcc7cd5e,0x36c0A9B9D3799bddbcED6f584a70060DF368a073
0x8da2a9cc802e6538f19b9b036ac378fd14e1a2cf60f02edaf191fe1c2a38430d8e6920cccfde7cba5058751645f37cff,0x36c0A9B9D3799bddbcED6f584a70060DF368a073
0xb2910ca9e065e72aae5e64d5ab7f5a43f7351f0bea1fdf2857fef4b2ef986eb9deafe8496accace27dbc85b102000e88,0x36c0A9B9D3799bddbcED6f584a70060DF368a073
0xaab6bc1e882bd8596f93f168e71f30346fc874a3378cadbdf587623777ead9c8fb00a00eaca0ac49c55a980caeff2225,0x36c0A9B9D3799bddbcED6f584a70060DF368a073
0xae55c5a1467dbcbb903e3f8e14c63d0e5dfe6bc817f17c2515e7c27f3ac953a9ab7cbdb8e46531e9705340cfb7c626de,0x36c0A9B9D3799bddbcED6f584a70060DF368a073
0x9334ffb1a5796bd6f95a44fe600c192638fe5706ca58f4ef3925514571f23d0eeb4f4e0f73970b22ebcd006a393cd0e4,0x36c0A9B9D3799bddbcED6f584a70060DF368a073
0xb3f815d8a5ead05b0a494ccd296a043e5104c1c1c829052dd073b38913d483a3c6bd6f7b8f171f91cd2403088cc39ea7,0x36c0A9B9D3799bddbcED6f584a70060DF368a073
0xad8698e0d85b4a18d2718252d19b1a8ec930a0409c373325bc30396ba2cfb63cc9f08a4b690e23810104e46f17d01408,0x36c0A9B9D3799bddbcED6f584a70060DF368a073
0xae5e3e68841014bee8f90bbd78def37a112fff20cb0bb98c85252bf83bd7e71551805c0d75e6af5dd52c0bf085ce2587,0x36c0A9B9D3799bddbcED6f584a70060DF368a073
